Origin,Dest,OriginCityName,DestCityName,OriginStateName,DestStateName,LatitudeDep,LongitudeDep,LatitudeArr,LongitudeArr
COU,DFW,"Columbia, MO","Dallas/Fort Worth, TX",Missouri,Texas,38.8168,-92.2199,32.8965,-97.0465
SHV,DFW,"Shreveport, LA","Dallas/Fort Worth, TX",Louisiana,Texas,32.4451,-93.8267,32.8965,-97.0465
DFW,SHV,"Dallas/Fort Worth, TX","Shreveport, LA",Texas,Louisiana,32.8965,-97.0465,32.4451,-93.8267
EVV,DFW,"Evansville, IN","Dallas/Fort Worth, TX",Indiana,Texas,38.0422,-87.5288,32.8965,-97.0465
DFW,ROW,"Dallas/Fort Worth, TX","Roswell, NM",Texas,New Mexico,32.8965,-97.0465,33.3007,-104.5317
STS,PHX,"Santa Rosa, CA","Phoenix, AZ",California,Arizona,38.5104,-122.8144,33.4328,-112.0068
PHX,STS,"Phoenix, AZ","Santa Rosa, CA",Arizona,California,33.4328,-112.0068,38.5104,-122.8144
SJT,DFW,"San Angelo, TX","Dallas/Fort Worth, TX",Texas,Texas,31.3547,-100.4986,32.8965,-97.0465
PHX,SAF,"Phoenix, AZ","Santa Fe, NM",Arizona,New Mexico,33.4328,-112.0068,35.6183,-106.0878
SAF,PHX,"Santa Fe, NM","Phoenix, AZ",New Mexico,Arizona,35.6183,-106.0878,33.4328,-112.0068
FWA,ORD,"Fort Wayne, IN","Chicago, IL",Indiana,Illinois,40.9798,-85.1879,41.9783,-87.9092
MRY,PHX,"Monterey, CA","Phoenix, AZ",California,Arizona,36.5871,-121.8419,33.4328,-112.0068
DFW,MOB,"Dallas/Fort Worth, TX","Mobile, AL",Texas,Alabama,32.8965,-97.0465,30.6927,-88.2413
MLU,DFW,"Monroe, LA","Dallas/Fort Worth, TX",Louisiana,Texas,32.5111,-92.0385,32.8965,-97.0465
LEX,ORD,"Lexington, KY","Chicago, IL",Kentucky,Illinois,38.0348,-84.6049,41.9783,-87.9092
COS,DFW,"Colorado Springs, CO","Dallas/Fort Worth, TX",Colorado,Texas,38.8004,-104.7033,32.8965,-97.0465
ACV,PHX,"Arcata/Eureka, CA","Phoenix, AZ",California,Arizona,40.9764,-124.1084,33.4328,-112.0068
DFW,FSM,"Dallas/Fort Worth, TX","Fort Smith, AR",Texas,Arkansas,32.8965,-97.0465,35.3393,-94.357
FAT,PHX,"Fresno, CA","Phoenix, AZ",California,Arizona,36.776,-119.7197,33.4328,-112.0068
BRO,DFW,"Brownsville, TX","Dallas/Fort Worth, TX",Texas,Texas,25.9057,-97.4255,32.8965,-97.0465
OKC,ORD,"Oklahoma City, OK","Chicago, IL",Oklahoma,Illinois,35.3848,-97.6053,41.9783,-87.9092
DFW,FWA,"Dallas/Fort Worth, TX","Fort Wayne, IN",Texas,Indiana,32.8965,-97.0465,40.9798,-85.1879
SBN,DFW,"South Bend, IN","Dallas/Fort Worth, TX",Indiana,Texas,41.7091,-86.3233,32.8965,-97.0465
BNA,ORD,"Nashville, TN","Chicago, IL",Tennessee,Illinois,36.1196,-86.6831,41.9783,-87.9092
OKC,DFW,"Oklahoma City, OK","Dallas/Fort Worth, TX",Oklahoma,Texas,35.3848,-97.6053,32.8965,-97.0465
PHX,BFL,"Phoenix, AZ","Bakersfield, CA",Arizona,California,33.4328,-112.0068,35.4365,-119.0589
BFL,PHX,"Bakersfield, CA","Phoenix, AZ",California,Arizona,35.4365,-119.0589,33.4328,-112.0068
PHX,OKC,"Phoenix, AZ","Oklahoma City, OK",Arizona,Oklahoma,33.4328,-112.0068,35.3848,-97.6053
LAX,ASE,"Los Angeles, CA","Aspen, CO",California,Colorado,33.9422,-118.4214,39.2214,-106.8673
PHX,TUS,"Phoenix, AZ","Tucson, AZ",Arizona,Arizona,33.4328,-112.0068,32.1126,-110.9346
ORD,BNA,"Chicago, IL","Nashville, TN",Illinois,Tennessee,41.9783,-87.9092,36.1196,-86.6831
LGB,PHX,"Long Beach, CA","Phoenix, AZ",California,Arizona,33.8156,-118.1534,33.4328,-112.0068
DFW,FAR,"Dallas/Fort Worth, TX","Fargo, ND",Texas,North Dakota,32.8965,-97.0465,46.9209,-96.8145
ORD,ASE,"Chicago, IL","Aspen, CO",Illinois,Colorado,41.9783,-87.9092,39.2214,-106.8673
ORD,HPN,"Chicago, IL","White Plains, NY",Illinois,New York,41.9783,-87.9092,41.068,-73.7083
OKC,LAX,"Oklahoma City, OK","Los Angeles, CA",Oklahoma,California,35.3848,-97.6053,33.9422,-118.4214
ORD,LEX,"Chicago, IL","Lexington, KY",Illinois,Kentucky,41.9783,-87.9092,38.0348,-84.6049
DFW,TRI,"Dallas/Fort Worth, TX","Bristol/Johnson City/Kingsport, TN",Texas,Tennessee,32.8965,-97.0465,36.4734,-82.4084
LAX,DEN,"Los Angeles, CA","Denver, CO",California,Colorado,33.9422,-118.4214,39.8607,-104.6854
PSP,PHX,"Palm Springs, CA","Phoenix, AZ",California,Arizona,33.8303,-116.5096,33.4328,-112.0068
ORD,OKC,"Chicago, IL","Oklahoma City, OK",Illinois,Oklahoma,41.9783,-87.9092,35.3848,-97.6053
LAX,ABQ,"Los Angeles, CA","Albuquerque, NM",California,New Mexico,33.9422,-118.4214,35.0841,-106.651
ABQ,LAX,"Albuquerque, NM","Los Angeles, CA",New Mexico,California,35.0841,-106.651,33.9422,-118.4214
LAX,SFO,"Los Angeles, CA","San Francisco, CA",California,California,33.9422,-118.4214,37.6225,-122.384
LAX,ELP,"Los Angeles, CA","El Paso, TX",California,Texas,33.9422,-118.4214,31.8096,-106.3666
LAX,TUS,"Los Angeles, CA","Tucson, AZ",California,Arizona,33.9422,-118.4214,32.1126,-110.9346
ELP,PHX,"El Paso, TX","Phoenix, AZ",Texas,Arizona,31.8096,-106.3666,33.4328,-112.0068
ABQ,PHX,"Albuquerque, NM","Phoenix, AZ",New Mexico,Arizona,35.0841,-106.651,33.4328,-112.0068
TUS,PHX,"Tucson, AZ","Phoenix, AZ",Arizona,Arizona,32.1126,-110.9346,33.4328,-112.0068
SMF,PHX,"Sacramento, CA","Phoenix, AZ",California,Arizona,38.6872,-121.5904,33.4328,-112.0068
LAX,OKC,"Los Angeles, CA","Oklahoma City, OK",California,Oklahoma,33.9422,-118.4214,35.3848,-97.6053
ORD,TYS,"Chicago, IL","Knoxville, TN",Illinois,Tennessee,41.9783,-87.9092,35.8096,-83.9989
MAF,DFW,"Midland/Odessa, TX","Dallas/Fort Worth, TX",Texas,Texas,31.946,-102.2106,32.8965,-97.0465
HSV,DFW,"Huntsville, AL","Dallas/Fort Worth, TX",Alabama,Texas,34.637,-86.7638,32.8965,-97.0465
FWA,DFW,"Fort Wayne, IN","Dallas/Fort Worth, TX",Indiana,Texas,40.9798,-85.1879,32.8965,-97.0465
DFW,BIS,"Dallas/Fort Worth, TX","Bismarck/Mandan, ND",Texas,North Dakota,32.8965,-97.0465,46.7733,-100.7472
PHX,FLG,"Phoenix, AZ","Flagstaff, AZ",Arizona,Arizona,33.4328,-112.0068,35.1404,-111.6702
STL,DFW,"St. Louis, MO","Dallas/Fort Worth, TX",Missouri,Texas,38.7496,-90.3705,32.8965,-97.0465
DFW,CLL,"Dallas/Fort Worth, TX","College Station/Bryan, TX",Texas,Texas,32.8965,-97.0465,30.5882,-96.3641
ORD,MSP,"Chicago, IL","Minneapolis, MN",Illinois,Minnesota,41.9783,-87.9092,44.878,-93.2209
PHX,YUM,"Phoenix, AZ","Yuma, AZ",Arizona,Arizona,33.4328,-112.0068,32.6485,-114.6077
ICT,DFW,"Wichita, KS","Dallas/Fort Worth, TX",Kansas,Texas,37.6493,-97.4323,32.8965,-97.0465
CLL,DFW,"College Station/Bryan, TX","Dallas/Fort Worth, TX",Texas,Texas,30.5882,-96.3641,32.8965,-97.0465
GRK,DFW,"Killeen, TX","Dallas/Fort Worth, TX",Texas,Texas,31.0617,-97.8206,32.8965,-97.0465
DFW,ASE,"Dallas/Fort Worth, TX","Aspen, CO",Texas,Colorado,32.8965,-97.0465,39.2214,-106.8673
DRT,DFW,"Del Rio, TX","Dallas/Fort Worth, TX",Texas,Texas,29.3726,-100.9225,32.8965,-97.0465
BWI,ORD,"Baltimore, MD","Chicago, IL",Maryland,Illinois,39.1747,-76.6708,41.9783,-87.9092
DFW,MLU,"Dallas/Fort Worth, TX","Monroe, LA",Texas,Louisiana,32.8965,-97.0465,32.5111,-92.0385
DFW,AMA,"Dallas/Fort Worth, TX","Amarillo, TX",Texas,Texas,32.8965,-97.0465,35.2208,-101.7097
LAX,SMF,"Los Angeles, CA","Sacramento, CA",California,California,33.9422,-118.4214,38.6872,-121.5904
DFW,HSV,"Dallas/Fort Worth, TX","Huntsville, AL",Texas,Alabama,32.8965,-97.0465,34.637,-86.7638
LFT,DFW,"Lafayette, LA","Dallas/Fort Worth, TX",Louisiana,Texas,30.2032,-91.9899,32.8965,-97.0465
DFW,LFT,"Dallas/Fort Worth, TX","Lafayette, LA",Texas,Louisiana,32.8965,-97.0465,30.2032,-91.9899
ORD,SLC,"Chicago, IL","Salt Lake City, UT",Illinois,Utah,41.9783,-87.9092,40.7901,-111.9799
PHX,PSP,"Phoenix, AZ","Palm Springs, CA",Arizona,California,33.4328,-112.0068,33.8303,-116.5096
PHX,SEA,"Phoenix, AZ","Seattle, WA",Arizona,Washington,33.4328,-112.0068,47.4476,-122.308
SEA,LAX,"Seattle, WA","Los Angeles, CA",Washington,California,47.4476,-122.308,33.9422,-118.4214
PHX,SMF,"Phoenix, AZ","Sacramento, CA",Arizona,California,33.4328,-112.0068,38.6872,-121.5904
XNA,LAX,"Fayetteville, AR","Los Angeles, CA",Arkansas,California,36.2798,-94.3026,33.9422,-118.4214
OMA,LAX,"Omaha, NE","Los Angeles, CA",Nebraska,California,41.3011,-95.8899,33.9422,-118.4214
ELP,LAX,"El Paso, TX","Los Angeles, CA",Texas,California,31.8096,-106.3666,33.9422,-118.4214
IAH,LAX,"Houston, TX","Los Angeles, CA",Texas,California,29.9841,-95.333,33.9422,-118.4214
MSO,LAX,"Missoula, MT","Los Angeles, CA",Montana,California,46.9168,-114.0878,33.9422,-118.4214
SEA,PHX,"Seattle, WA","Phoenix, AZ",Washington,Arizona,47.4476,-122.308,33.4328,-112.0068
LAX,SEA,"Los Angeles, CA","Seattle, WA",California,Washington,33.9422,-118.4214,47.4476,-122.308
SAT,LAX,"San Antonio, TX","Los Angeles, CA",Texas,California,29.5334,-98.4692,33.9422,-118.4214
HPN,ORD,"White Plains, NY","Chicago, IL",New York,Illinois,41.068,-73.7083,41.9783,-87.9092
ASE,LAX,"Aspen, CO","Los Angeles, CA",Colorado,California,39.2214,-106.8673,33.9422,-118.4214
CVG,ORD,"Cincinnati, OH","Chicago, IL",Kentucky,Illinois,39.0499,-84.6652,41.9783,-87.9092
ROW,PHX,"Roswell, NM","Phoenix, AZ",New Mexico,Arizona,33.3007,-104.5317,33.4328,-112.0068
DFW,BRO,"Dallas/Fort Worth, TX","Brownsville, TX",Texas,Texas,32.8965,-97.0465,25.9057,-97.4255
LRD,DFW,"Laredo, TX","Dallas/Fort Worth, TX",Texas,Texas,27.5472,-99.4615,32.8965,-97.0465
SMF,LAX,"Sacramento, CA","Los Angeles, CA",California,California,38.6872,-121.5904,33.9422,-118.4214
DFW,DRT,"Dallas/Fort Worth, TX","Del Rio, TX",Texas,Texas,32.8965,-97.0465,29.3726,-100.9225
PHX,RDM,"Phoenix, AZ","Bend/Redmond, OR",Arizona,Oregon,33.4328,-112.0068,44.2541,-121.1491
DFW,DRO,"Dallas/Fort Worth, TX","Durango, CO",Texas,Colorado,32.8965,-97.0465,37.1528,-107.7586
PHX,IDA,"Phoenix, AZ","Idaho Falls, ID",Arizona,Idaho,33.4328,-112.0068,43.5152,-112.0661
DFW,JAN,"Dallas/Fort Worth, TX","Jackson/Vicksburg, MS",Texas,Mississippi,32.8965,-97.0465,32.3121,-90.0768
DFW,SJT,"Dallas/Fort Worth, TX","San Angelo, TX",Texas,Texas,32.8965,-97.0465,31.3547,-100.4986
DEN,LAX,"Denver, CO","Los Angeles, CA",Colorado,California,39.8607,-104.6854,33.9422,-118.4214
IDA,DFW,"Idaho Falls, ID","Dallas/Fort Worth, TX",Idaho,Texas,43.5152,-112.0661,32.8965,-97.0465
SJC,LAX,"San Jose, CA","Los Angeles, CA",California,California,37.3633,-121.9293,33.9422,-118.4214
TUL,LAX,"Tulsa, OK","Los Angeles, CA",Oklahoma,California,36.201,-95.8868,33.9422,-118.4214
SFO,LAX,"San Francisco, CA","Los Angeles, CA",California,California,37.6225,-122.384,33.9422,-118.4214
TUS,LAX,"Tucson, AZ","Los Angeles, CA",Arizona,California,32.1126,-110.9346,33.9422,-118.4214
LAX,SAT,"Los Angeles, CA","San Antonio, TX",California,Texas,33.9422,-118.4214,29.5334,-98.4692
ASE,DFW,"Aspen, CO","Dallas/Fort Worth, TX",Colorado,Texas,39.2214,-106.8673,32.8965,-97.0465
ORD,FWA,"Chicago, IL","Fort Wayne, IN",Illinois,Indiana,41.9783,-87.9092,40.9798,-85.1879
DFW,FLG,"Dallas/Fort Worth, TX","Flagstaff, AZ",Texas,Arizona,32.8965,-97.0465,35.1404,-111.6702
LIT,DFW,"Little Rock, AR","Dallas/Fort Worth, TX",Arkansas,Texas,34.7311,-92.2246,32.8965,-97.0465
ASE,ORD,"Aspen, CO","Chicago, IL",Colorado,Illinois,39.2214,-106.8673,41.9783,-87.9092
MEM,DFW,"Memphis, TN","Dallas/Fort Worth, TX",Tennessee,Texas,35.0463,-89.9769,32.8965,-97.0465
FLG,DFW,"Flagstaff, AZ","Dallas/Fort Worth, TX",Arizona,Texas,35.1404,-111.6702,32.8965,-97.0465
ORF,ORD,"Norfolk, VA","Chicago, IL",Virginia,Illinois,36.8947,-76.2023,41.9783,-87.9092
SBP,PHX,"San Luis Obispo, CA","Phoenix, AZ",California,Arizona,35.2375,-120.6433,33.4328,-112.0068
GJT,PHX,"Grand Junction, CO","Phoenix, AZ",Colorado,Arizona,39.1234,-108.5244,33.4328,-112.0068
DFW,IDA,"Dallas/Fort Worth, TX","Idaho Falls, ID",Texas,Idaho,32.8965,-97.0465,43.5152,-112.0661
MSP,ORD,"Minneapolis, MN","Chicago, IL",Minnesota,Illinois,44.878,-93.2209,41.9783,-87.9092
PDX,LAX,"Portland, OR","Los Angeles, CA",Oregon,California,45.5871,-122.5928,33.9422,-118.4214
LAX,TUL,"Los Angeles, CA","Tulsa, OK",California,Oklahoma,33.9422,-118.4214,36.201,-95.8868
PHX,LGB,"Phoenix, AZ","Long Beach, CA",Arizona,California,33.4328,-112.0068,33.8156,-118.1534
PHX,ACV,"Phoenix, AZ","Arcata/Eureka, CA",Arizona,California,33.4328,-112.0068,40.9764,-124.1084
MOB,DFW,"Mobile, AL","Dallas/Fort Worth, TX",Alabama,Texas,30.6927,-88.2413,32.8965,-97.0465
DFW,TYS,"Dallas/Fort Worth, TX","Knoxville, TN",Texas,Tennessee,32.8965,-97.0465,35.8096,-83.9989
TUL,ORD,"Tulsa, OK","Chicago, IL",Oklahoma,Illinois,36.201,-95.8868,41.9783,-87.9092
DFW,MHK,"Dallas/Fort Worth, TX","Manhattan/Ft. Riley, KS",Texas,Kansas,32.8965,-97.0465,39.1388,-96.6696
DFW,COU,"Dallas/Fort Worth, TX","Columbia, MO",Texas,Missouri,32.8965,-97.0465,38.8168,-92.2199
DRO,PHX,"Durango, CO","Phoenix, AZ",Colorado,Arizona,37.1528,-107.7586,33.4328,-112.0068
TYS,DFW,"Knoxville, TN","Dallas/Fort Worth, TX",Tennessee,Texas,35.8096,-83.9989,32.8965,-97.0465
DRO,DFW,"Durango, CO","Dallas/Fort Worth, TX",Colorado,Texas,37.1528,-107.7586,32.8965,-97.0465
TUL,DFW,"Tulsa, OK","Dallas/Fort Worth, TX",Oklahoma,Texas,36.201,-95.8868,32.8965,-97.0465
LIT,ORD,"Little Rock, AR","Chicago, IL",Arkansas,Illinois,34.7311,-92.2246,41.9783,-87.9092
ORD,CID,"Chicago, IL","Cedar Rapids/Iowa City, IA",Illinois,Iowa,41.9783,-87.9092,41.8853,-91.7147
XNA,ORD,"Fayetteville, AR","Chicago, IL",Arkansas,Illinois,36.2798,-94.3026,41.9783,-87.9092
ROW,DFW,"Roswell, NM","Dallas/Fort Worth, TX",New Mexico,Texas,33.3007,-104.5317,32.8965,-97.0465
TYS,ORD,"Knoxville, TN","Chicago, IL",Tennessee,Illinois,35.8096,-83.9989,41.9783,-87.9092
ORD,LIT,"Chicago, IL","Little Rock, AR",Illinois,Arkansas,41.9783,-87.9092,34.7311,-92.2246
ORD,CMH,"Chicago, IL","Columbus, OH",Illinois,Ohio,41.9783,-87.9092,39.9971,-82.893
DFW,HRL,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",Texas,Texas,32.8965,-97.0465,26.23,-97.6537
DFW,ICT,"Dallas/Fort Worth, TX","Wichita, KS",Texas,Kansas,32.8965,-97.0465,37.6493,-97.4323
DFW,MAF,"Dallas/Fort Worth, TX","Midland/Odessa, TX",Texas,Texas,32.8965,-97.0465,31.946,-102.2106
AMA,DFW,"Amarillo, TX","Dallas/Fort Worth, TX",Texas,Texas,35.2208,-101.7097,32.8965,-97.0465
IDA,PHX,"Idaho Falls, ID","Phoenix, AZ",Idaho,Arizona,43.5152,-112.0661,33.4328,-112.0068
PHX,ABQ,"Phoenix, AZ","Albuquerque, NM",Arizona,New Mexico,33.4328,-112.0068,35.0841,-106.651
LAX,XNA,"Los Angeles, CA","Fayetteville, AR",California,Arkansas,33.9422,-118.4214,36.2798,-94.3026
DFW,SGU,"Dallas/Fort Worth, TX","St. George, UT",Texas,Utah,32.8965,-97.0465,37.0342,-113.509
FLG,PHX,"Flagstaff, AZ","Phoenix, AZ",Arizona,Arizona,35.1404,-111.6702,33.4328,-112.0068
PHX,FAT,"Phoenix, AZ","Fresno, CA",Arizona,California,33.4328,-112.0068,36.776,-119.7197
PHX,MRY,"Phoenix, AZ","Monterey, CA",Arizona,California,33.4328,-112.0068,36.5871,-121.8419
YUM,DFW,"Yuma, AZ","Dallas/Fort Worth, TX",Arizona,Texas,32.6485,-114.6077,32.8965,-97.0465
DFW,BTR,"Dallas/Fort Worth, TX","Baton Rouge, LA",Texas,Louisiana,32.8965,-97.0465,30.532,-91.1504
FAR,DFW,"Fargo, ND","Dallas/Fort Worth, TX",North Dakota,Texas,46.9209,-96.8145,32.8965,-97.0465
MFR,PHX,"Medford, OR","Phoenix, AZ",Oregon,Arizona,42.3727,-122.8734,33.4328,-112.0068
IAH,PHX,"Houston, TX","Phoenix, AZ",Texas,Arizona,29.9841,-95.333,33.4328,-112.0068
PHX,IAH,"Phoenix, AZ","Houston, TX",Arizona,Texas,33.4328,-112.0068,29.9841,-95.333
DFW,LIT,"Dallas/Fort Worth, TX","Little Rock, AR",Texas,Arkansas,32.8965,-97.0465,34.7311,-92.2246
FSM,DFW,"Fort Smith, AR","Dallas/Fort Worth, TX",Arkansas,Texas,35.3393,-94.357,32.8965,-97.0465
RDM,PHX,"Bend/Redmond, OR","Phoenix, AZ",Oregon,Arizona,44.2541,-121.1491,33.4328,-112.0068
ORD,MYR,"Chicago, IL","Myrtle Beach, SC",Illinois,South Carolina,41.9783,-87.9092,33.6806,-78.9291
DFW,EVV,"Dallas/Fort Worth, TX","Evansville, IN",Texas,Indiana,32.8965,-97.0465,38.0422,-87.5288
ORD,ORF,"Chicago, IL","Norfolk, VA",Illinois,Virginia,41.9783,-87.9092,36.8947,-76.2023
DFW,SAF,"Dallas/Fort Worth, TX","Santa Fe, NM",Texas,New Mexico,32.8965,-97.0465,35.6183,-106.0878
DFW,SBN,"Dallas/Fort Worth, TX","South Bend, IN",Texas,Indiana,32.8965,-97.0465,41.7091,-86.3233
ORD,TUL,"Chicago, IL","Tulsa, OK",Illinois,Oklahoma,41.9783,-87.9092,36.201,-95.8868
PHX,SGU,"Phoenix, AZ","St. George, UT",Arizona,Utah,33.4328,-112.0068,37.0342,-113.509
HRL,DFW,"Harlingen/San Benito, TX","Dallas/Fort Worth, TX",Texas,Texas,26.23,-97.6537,32.8965,-97.0465
ORD,MKE,"Chicago, IL","Milwaukee, WI",Illinois,Wisconsin,41.9783,-87.9092,42.9465,-87.8973
DFW,TUL,"Dallas/Fort Worth, TX","Tulsa, OK",Texas,Oklahoma,32.8965,-97.0465,36.201,-95.8868
PHX,MFR,"Phoenix, AZ","Medford, OR",Arizona,Oregon,33.4328,-112.0068,42.3727,-122.8734
CMH,ORD,"Columbus, OH","Chicago, IL",Ohio,Illinois,39.9971,-82.893,41.9783,-87.9092
MKE,ORD,"Milwaukee, WI","Chicago, IL",Wisconsin,Illinois,42.9465,-87.8973,41.9783,-87.9092
BIS,DFW,"Bismarck/Mandan, ND","Dallas/Fort Worth, TX",North Dakota,Texas,46.7733,-100.7472,32.8965,-97.0465
SLC,ORD,"Salt Lake City, UT","Chicago, IL",Utah,Illinois,40.7901,-111.9799,41.9783,-87.9092
LAX,PDX,"Los Angeles, CA","Portland, OR",California,Oregon,33.9422,-118.4214,45.5871,-122.5928
SLC,PHX,"Salt Lake City, UT","Phoenix, AZ",Utah,Arizona,40.7901,-111.9799,33.4328,-112.0068
DFW,YUM,"Dallas/Fort Worth, TX","Yuma, AZ",Texas,Arizona,32.8965,-97.0465,32.6485,-114.6077
GSP,ORD,"Greer, SC","Chicago, IL",South Carolina,Illinois,34.8954,-82.2172,41.9783,-87.9092
PHX,SBP,"Phoenix, AZ","San Luis Obispo, CA",Arizona,California,33.4328,-112.0068,35.2375,-120.6433
OKC,PHX,"Oklahoma City, OK","Phoenix, AZ",Oklahoma,Arizona,35.3848,-97.6053,33.4328,-112.0068
MHK,DFW,"Manhattan/Ft. Riley, KS","Dallas/Fort Worth, TX",Kansas,Texas,39.1388,-96.6696,32.8965,-97.0465
YUM,PHX,"Yuma, AZ","Phoenix, AZ",Arizona,Arizona,32.6485,-114.6077,33.4328,-112.0068
BHM,DFW,"Birmingham, AL","Dallas/Fort Worth, TX",Alabama,Texas,33.5635,-86.7515,32.8965,-97.0465
DFW,BHM,"Dallas/Fort Worth, TX","Birmingham, AL",Texas,Alabama,32.8965,-97.0465,33.5635,-86.7515
TRI,DFW,"Bristol/Johnson City/Kingsport, TN","Dallas/Fort Worth, TX",Tennessee,Texas,36.4734,-82.4084,32.8965,-97.0465
PHX,ELP,"Phoenix, AZ","El Paso, TX",Arizona,Texas,33.4328,-112.0068,31.8096,-106.3666
BTR,DFW,"Baton Rouge, LA","Dallas/Fort Worth, TX",Louisiana,Texas,30.532,-91.1504,32.8965,-97.0465
PHX,DRO,"Phoenix, AZ","Durango, CO",Arizona,Colorado,33.4328,-112.0068,37.1528,-107.7586
DFW,MEM,"Dallas/Fort Worth, TX","Memphis, TN",Texas,Tennessee,32.8965,-97.0465,35.0463,-89.9769
PHX,GJT,"Phoenix, AZ","Grand Junction, CO",Arizona,Colorado,33.4328,-112.0068,39.1234,-108.5244
LBB,DFW,"Lubbock, TX","Dallas/Fort Worth, TX",Texas,Texas,33.6653,-101.8267,32.8965,-97.0465
DFW,SGF,"Dallas/Fort Worth, TX","Springfield, MO",Texas,Missouri,32.8965,-97.0465,37.243,-93.3889
SGF,DFW,"Springfield, MO","Dallas/Fort Worth, TX",Missouri,Texas,37.243,-93.3889,32.8965,-97.0465
LAX,OMA,"Los Angeles, CA","Omaha, NE",California,Nebraska,33.9422,-118.4214,41.3011,-95.8899
LAW,DFW,"Lawton/Fort Sill, OK","Dallas/Fort Worth, TX",Oklahoma,Texas,34.5698,-98.4181,32.8965,-97.0465
COU,ORD,"Columbia, MO","Chicago, IL",Missouri,Illinois,38.8168,-92.2199,41.9783,-87.9092
DFW,DAY,"Dallas/Fort Worth, TX","Dayton, OH",Texas,Ohio,32.8965,-97.0465,39.9053,-84.2202
DAY,DFW,"Dayton, OH","Dallas/Fort Worth, TX",Ohio,Texas,39.9053,-84.2202,32.8965,-97.0465
DTW,ORD,"Detroit, MI","Chicago, IL",Michigan,Illinois,42.2057,-83.353,41.9783,-87.9092
ORD,DTW,"Chicago, IL","Detroit, MI",Illinois,Michigan,41.9783,-87.9092,42.2057,-83.353
DFW,LAW,"Dallas/Fort Worth, TX","Lawton/Fort Sill, OK",Texas,Oklahoma,32.8965,-97.0465,34.5698,-98.4181
ORD,ATL,"Chicago, IL","Atlanta, GA",Illinois,Georgia,41.9783,-87.9092,33.6374,-84.4298
DFW,GRK,"Dallas/Fort Worth, TX","Killeen, TX",Texas,Texas,32.8965,-97.0465,31.0617,-97.8206
ATL,ORD,"Atlanta, GA","Chicago, IL",Georgia,Illinois,33.6374,-84.4298,41.9783,-87.9092
FSD,ORD,"Sioux Falls, SD","Chicago, IL",South Dakota,Illinois,43.5827,-96.7412,41.9783,-87.9092
DFW,GJT,"Dallas/Fort Worth, TX","Grand Junction, CO",Texas,Colorado,32.8965,-97.0465,39.1234,-108.5244
ORD,FSD,"Chicago, IL","Sioux Falls, SD",Illinois,South Dakota,41.9783,-87.9092,43.5827,-96.7412
DFW,COS,"Dallas/Fort Worth, TX","Colorado Springs, CO",Texas,Colorado,32.8965,-97.0465,38.8004,-104.7033
CSG,DFW,"Columbus, GA","Dallas/Fort Worth, TX",Georgia,Texas,32.5166,-84.942,32.8965,-97.0465
ORD,IND,"Chicago, IL","Indianapolis, IN",Illinois,Indiana,41.9783,-87.9092,39.7163,-86.2951
IND,ORD,"Indianapolis, IN","Chicago, IL",Indiana,Illinois,39.7163,-86.2951,41.9783,-87.9092
GJT,DFW,"Grand Junction, CO","Dallas/Fort Worth, TX",Colorado,Texas,39.1234,-108.5244,32.8965,-97.0465
DFW,CSG,"Dallas/Fort Worth, TX","Columbus, GA",Texas,Georgia,32.8965,-97.0465,32.5166,-84.942
SGU,DFW,"St. George, UT","Dallas/Fort Worth, TX",Utah,Texas,37.0342,-113.509,32.8965,-97.0465
ORD,MEM,"Chicago, IL","Memphis, TN",Illinois,Tennessee,41.9783,-87.9092,35.0463,-89.9769
MEM,ORD,"Memphis, TN","Chicago, IL",Tennessee,Illinois,35.0463,-89.9769,41.9783,-87.9092
LAX,SJC,"Los Angeles, CA","San Jose, CA",California,California,33.9422,-118.4214,37.3633,-121.9293
LAX,IAH,"Los Angeles, CA","Houston, TX",California,Texas,33.9422,-118.4214,29.9841,-95.333
ORD,COU,"Chicago, IL","Columbia, MO",Illinois,Missouri,41.9783,-87.9092,38.8168,-92.2199
ORD,BWI,"Chicago, IL","Baltimore, MD",Illinois,Maryland,41.9783,-87.9092,39.1747,-76.6708
BDL,ORD,"Hartford, CT","Chicago, IL",Connecticut,Illinois,41.9406,-72.685,41.9783,-87.9092
ORD,BDL,"Chicago, IL","Hartford, CT",Illinois,Connecticut,41.9783,-87.9092,41.9406,-72.685
ORD,PVD,"Chicago, IL","Providence, RI",Illinois,Rhode Island,41.9783,-87.9092,41.7224,-71.4286
PVD,ORD,"Providence, RI","Chicago, IL",Rhode Island,Illinois,41.7224,-71.4286,41.9783,-87.9092
CRP,DFW,"Corpus Christi, TX","Dallas/Fort Worth, TX",Texas,Texas,27.7702,-97.5066,32.8965,-97.0465
DFW,CRP,"Dallas/Fort Worth, TX","Corpus Christi, TX",Texas,Texas,32.8965,-97.0465,27.7702,-97.5066
DFW,GPT,"Dallas/Fort Worth, TX","Gulfport/Biloxi, MS",Texas,Mississippi,32.8965,-97.0465,30.4071,-89.0714
GPT,DFW,"Gulfport/Biloxi, MS","Dallas/Fort Worth, TX",Mississippi,Texas,30.4071,-89.0714,32.8965,-97.0465
SGU,PHX,"St. George, UT","Phoenix, AZ",Utah,Arizona,37.0342,-113.509,33.4328,-112.0068
